SATELLITE;BAND;WAVELENGTH;RSR;stdev
Landsat 8;11;10500;0.0005446;-7.79E+00
Landsat 8;11;10550;0.002246736;6.23E+00
Landsat 8;11;10600;0.001798221;5.92E+00
Landsat 8;11;10650;0.001634594;-6.06E+00
Landsat 8;11;10700;0.000140756;-6.59E+00
Landsat 8;11;10750;0.001227789;-6.73E+00
Landsat 8;11;10800;0.00114958;-6.32E+00
Landsat 8;11;10850;0;-6.22E+00
Landsat 8;11;10900;0.001324756;-6.86E+00
Landsat 8;11;10950;0.00135482;-6.75E+00
Landsat 8;11;11000;0.001346655;-6.95E+00
Landsat 8;11;11050;0.000978157;-6.89E+00
Landsat 8;11;11100;0.002365155;6.96E+00
Landsat 8;11;11150;0.004911781;6.84E+00
Landsat 8;11;11200;0.014119134;7.45E+00
Landsat 8;11;11250;0.023156777;8.04E+00
Landsat 8;11;11300;0.045524581;8.71E+00
Landsat 8;11;11350;0.095180859;1.03E+01
Landsat 8;11;11400;0.177075298;1.04E+01
Landsat 8;11;11450;0.305834959;1.17E+01
Landsat 8;11;11500;0.478180944;9.97E+00
Landsat 8;11;11550;0.677969452;9.64E+00
Landsat 8;11;11600;0.856502695;8.18E+00
Landsat 8;11;11650;0.966787346;9.44E+00
Landsat 8;11;11700;0.977679663;8.36E+00
Landsat 8;11;11750;0.906317161;7.82E+00
Landsat 8;11;11800;0.862368041;7.08E+00
Landsat 8;11;11850;0.829035771;6.56E+00
Landsat 8;11;11900;0.859573529;4.75E+00
Landsat 8;11;11950;0.896279126;4.92E+00
Landsat 8;11;12000;0.972061678;6.47E+00
Landsat 8;11;12050;0.997528121;5.09E+00
Landsat 8;11;12100;0.987537925;5.89E+00
Landsat 8;11;12150;0.987631547;6.99E+00
Landsat 8;11;12200;0.954109591;6.77E+00
Landsat 8;11;12250;0.923587577;6.04E+00
Landsat 8;11;12300;0.961260942;6.16E+00
Landsat 8;11;12350;1;6.41E+00
Landsat 8;11;12400;0.977224356;7.59E+00
Landsat 8;11;12450;0.80101634;6.02E+00
Landsat 8;11;12500;0.524503731;6.75E+00
Landsat 8;11;12550;0.292116912;7.25E+00
Landsat 8;11;12600;0.152235337;8.26E+00
Landsat 8;11;12650;0.074032876;8.30E+00
Landsat 8;11;12700;0.034246368;9.06E+00
Landsat 8;11;12750;0.013460136;1.16E+01
Landsat 8;11;12800;0.006803649;1.48E+01
Landsat 8;11;12850;0.003398089;1.55E+01
Landsat 8;11;12900;0.00331509;1.63E+01
Landsat 8;11;12950;0.003263495;1.67E+01
Landsat 8;11;13000;0.003274937;2.18E+01
Landsat 8;11;13050;0.00199709;1.95E+01
Landsat 8;11;13100;0.002075178;1.83E+01
Landsat 8;11;13150;0.001851015;1.59E+01
Landsat 8;11;13200;0.002322041;1.64E+01
Landsat 8;11;13250;0.001837862;1.52E+01
Landsat 8;11;13300;0.0023183;1.90E+01
Landsat 8;11;13350;0.002424898;2.11E+01
Landsat 8;11;13400;0.0023595;3.05E+01
Landsat 8;11;13450;0.00209166;2.82E+01
Landsat 8;11;13500;0.001765706;-3.76E+01
Landsat 8;11;13550;0.00180533;3.94E+01
Landsat 8;11;13600;0.001725792;-5.62E+01
Landsat 8;11;13650;0.001867507;4.66E+01
Landsat 8;11;13700;0.001780725;-5.02E+01
Landsat 8;11;13750;0.001850709;4.47E+01
Landsat 8;11;13800;0.001763486;-5.79E+01
Landsat 8;11;13850;0.001827049;5.24E+01
Landsat 8;11;13900;0.001941344;6.48E+01
Landsat 8;11;13950;0.001834541;6.82E+01
Landsat 8;11;14000;0.001763227;-8.78E+01
Landsat 8;QA;NA;NA;NA
